client_id,confirm,start,step_1,step_2,step_3,group
77513,0.0,10.0,62.0,89.0,177.5,Test
77933,0.0,5.0,11.0,160.0,26.0,Test
78779,0.0,118.42857142857143,0.0,0.0,0.0,Test
79452,973.0,9.0,8.0,48.0,32.0,Test
79669,0.0,172.2,698.0,0.0,0.0,Test
79897,165.0,80.0,74.5,354.0,229.0,Test
80006,0.0,41.0,68.5,48.0,228.0,Test
80126,9.0,13.0,45.0,120.0,129.0,Test
80275,197.0,136.0,149.33333333333334,86.0,400.0,Test
80479,153.0,21.0,37.0,60.0,93.0,Test
80801,0.0,27.333333333333332,21.666666666666668,78.66666666666667,49.0,Test
81119,0.0,11.0,18.0,44.0,0.0,Test
81303,267.0,69.75,249.0,118.0,597.0,Test
81720,175.0,80.75,65.0,129.0,261.0,Test
82206,67.0,12.0,61.0,30.0,26.0,Test
82560,0.0,62.0,0.0,0.0,0.0,Test
82772,0.0,17.0,8.0,33.0,44.0,Test
83507,0.0,5.0,15.0,29.0,24.0,Test
83585,0.0,6.0,17.0,96.0,24.0,Test
83795,52.0,83.66666666666667,34.2,29.25,232.0,Test
84464,0.0,16.0,19.0,47.0,174.0,Test
84596,0.0,53.0,0.0,0.0,0.0,Test
84658,0.0,10.5,11.0,86.0,27.0,Test
84976,0.0,33.25,38.0,130.0,108.0,Test
86035,0.0,15.0,21.0,119.0,70.0,Test
86780,0.0,17.0,99.0,376.0,0.0,Test
86877,0.0,15.75,9.5,53.0,43.0,Test
87424,0.0,7.0,67.0,127.0,48.0,Test
87449,0.0,7.0,13.0,96.0,23.0,Test
87915,0.0,27.333333333333332,27.0,36.0,0.0,Test
88986,0.0,10.0,0.0,0.0,0.0,Test
89039,0.0,140.0,15.0,30.0,38.0,Test
89257,0.0,318.3333333333333,0.0,0.0,0.0,Test
89604,0.0,8.0,31.0,69.0,18.0,Test
89693,0.0,13.0,50.0,82.0,22.0,Test
89812,0.0,27.333333333333332,0.0,0.0,0.0,Test
89959,0.0,29.6,39.0,15.25,270.0,Test
90324,0.0,17.0,69.0,136.0,39.0,Test
90360,0.0,12.0,17.0,91.0,49.0,Test
91110,0.0,18.0,59.5,37.666666666666664,263.0,Test
91254,0.0,13.0,22.0,60.0,40.0,Test
91443,0.0,63.5,101.0,28.0,93.5,Test
91633,0.0,23.5,65.0,62.0,269.0,Test
92066,108.0,27.0,1208451.5,28.0,98.0,Test
92137,0.0,9.0,49.0,59.0,19.0,Test
92665,0.0,150.0,45.0,118.0,0.0,Test
92864,0.0,4.0,0.0,0.0,0.0,Test
93137,0.0,16.0,24.0,29.0,28.0,Test
93370,0.0,14.0,0.0,0.0,0.0,Test
93480,0.0,9.0,61.0,42.0,375.0,Test
93610,322.5,437.6,77.5,80.0,81.0,Test
93751,0.0,257.5,108.0,37.0,964.6666666666666,Test
93870,68.0,9.0,93.33333333333333,34.333333333333336,65.0,Test
93915,0.0,79.33333333333333,30.714285714285715,218.83333333333334,727.0,Test
94234,0.0,8.0,12.0,101.0,0.0,Test
94552,0.0,10.0,19.5,58.333333333333336,41.0,Test
94662,0.0,19.333333333333332,28.0,146.0,135.5,Test
94767,0.0,15.0,6.0,67.0,220.0,Test
95035,0.0,76.33333333333333,35.0,70.0,427.0,Test
95199,0.0,13.0,13.0,65.0,29.0,Test
95453,0.0,8.0,10.5,28.0,55.5,Test
96190,921.8333333333334,12.0,40.0,162.0,101.0,Test
96787,0.0,46.25,55.333333333333336,36.0,229.0,Test
97147,0.0,315.5,45.0,107.0,0.0,Test
97424,0.0,9.0,38.0,52.0,25.0,Test
97590,138.0,771866.5,13.0,25.0,239.0,Test
98248,0.0,10.0,16.5,0.0,0.0,Test
98337,0.0,4.0,14.0,41.0,41.0,Test
99208,0.0,94.0,25.0,135.0,46.0,Test
100118,0.0,35.5,0.0,0.0,0.0,Test
100250,0.0,8.0,19.0,51.0,32.0,Test
100940,0.0,28.25,22.5,67.0,0.0,Test
101220,0.0,25.0,0.0,0.0,0.0,Test
102884,0.0,67.0,73.0,0.0,0.0,Test
103622,0.0,16.666666666666668,9.5,102.0,19.0,Test
103627,0.0,15.0,30.0,40.0,29.0,Test
103669,0.0,13.5,21.0,80.0,24.0,Test
104190,0.0,91.66666666666667,49.25,0.0,0.0,Test
104972,0.0,5.0,26.0,67.0,28.0,Test
106137,0.0,463.0,47.0,0.0,0.0,Test
106501,252.0,18.0,89.0,184.0,393.0,Test
108419,0.0,39.0,25.0,31.0,87.0,Test
108892,0.0,9.0,48.0,75.0,128.0,Test
109662,140.0,117.66666666666667,47.25,78.0,1066.0,Test
110028,0.0,35.5,59.0,209.0,101.0,Test
110212,0.0,75.0,71.0,160.0,63.0,Test
110288,0.0,13.0,0.0,0.0,0.0,Test
110772,0.0,51.0,33.0,57.666666666666664,388.0,Test
111162,0.0,6.0,605.5,0.0,0.0,Test
112766,0.0,32.5,58.666666666666664,453.3333333333333,83.0,Test
113597,0.0,299.0,112.0,0.0,0.0,Test
113852,0.0,14.0,8.0,123.0,20.0,Test
113903,0.0,26.0,36.0,0.0,0.0,Test
113951,0.0,23.0,14.0,44.0,66.0,Test
113964,0.0,75.85714285714286,0.0,0.0,0.0,Test
114542,0.0,7.0,18.0,95.0,31.0,Test
115163,38.5,10.0,13.0,82.0,41.0,Test
115570,0.0,2.0,10.0,52.0,18.0,Test
116248,0.0,4.0,0.0,0.0,0.0,Test
116384,0.0,12.0,13.0,92.0,35.0,Test
117032,0.0,371.72727272727275,89.4,244.66666666666666,364.0,Test
117276,0.0,10.0,16.0,66.0,51.0,Test
117457,0.0,9.0,6.0,59.0,76.0,Test
117520,0.0,19.0,10.0,80.0,60.0,Test
117916,0.0,44.0,57.0,98.0,98.0,Test
118446,0.0,45.0,55.333333333333336,124.25,80.0,Test
118576,0.0,73.0,12.0,0.0,0.0,Test
118966,0.0,19.0,30.0,18.0,57.0,Test
119006,0.0,90.0,60.285714285714285,103.6,0.0,Test
119599,0.0,8.0,5.0,12.0,0.0,Test
119634,0.0,24.5,29.0,18.333333333333332,58.5,Test
120089,0.0,389.4,139.0,187.66666666666666,96.0,Test
120351,76.0,9.0,31.0,74.0,29.0,Test
120660,0.0,6.0,16.0,23.0,58.0,Test
120830,0.0,27.666666666666668,72.0,46.0,330.0,Test
121029,0.0,12.0,50.0,46.0,319.0,Test
121238,67.0,112.0,44.0,101.0,81.0,Test
121354,0.0,10.0,11.0,86.0,18.0,Test
121536,0.0,31.75,171.66666666666666,95.0,0.0,Test
121672,0.0,34.666666666666664,123.5,39.0,18.0,Test
122093,0.0,4.0,11.0,172.0,56.0,Test
122526,0.0,91.5,36.5,154.0,221.0,Test
122790,0.0,7.0,39.0,58.0,924.0,Test
123311,0.0,15.5,18.0,78.0,479.0,Test
123853,0.0,49.0,0.0,0.0,0.0,Test
124614,0.0,11.0,25.0,89.0,47.0,Test
124646,0.0,10.0,28.0,0.0,0.0,Test
125124,0.0,688.5,180.0,107.0,95.0,Test
125750,0.0,10.0,6.0,0.0,0.0,Test
126259,0.0,10.0,194.0,39.0,357.0,Test
126288,0.0,12.0,48.0,143.0,119.0,Test
126524,0.0,32.0,8.0,48.0,359.0,Test
126758,0.0,123.0,50.0,16.0,76.0,Test
126853,0.0,109.0,9.0,131.0,44.0,Test
127331,104.0,60.5,15.0,111.0,102.0,Test
127396,0.0,7.0,13.0,85.0,51.0,Test
127825,159.0,13.0,27.0,85.0,90.0,Test
127921,0.0,199.0,62.0,53.0,45.0,Test
128230,0.0,9.5,43.0,25.5,860.6666666666666,Test
128919,0.0,490.0,125.0,354.0,450.0,Test
130452,37.25,31.0,12.5,101.5,460.5,Test
130952,69.0,66.9,106.0,175.0,371.0,Test
131973,0.0,84.0,0.0,0.0,0.0,Test
133096,0.0,48.333333333333336,24.0,80.5,51.0,Test
133340,0.0,13.0,183.0,112.0,82.0,Test
133394,0.0,35.6,13.333333333333334,77.0,95.0,Test
133742,0.0,40.0,43.0,42.0,628.0,Test
133779,0.0,80.0,23.5,0.0,0.0,Test
134282,90.0,14.0,25.0,38.0,246.0,Test
135254,0.0,32.2,53.0,147.5,200.0,Test
135917,0.0,20.0,9.0,125.0,39.0,Test
135969,0.0,8.0,8.0,18.0,38.0,Test
136978,0.0,11.0,21.0,35.0,59.0,Test
137016,0.0,3.0,22.0,92.0,43.0,Test
137061,0.0,63.5,65.0,123.0,41.0,Test
137412,0.0,6.0,58.0,45.0,81.0,Test
137555,0.0,6.0,36.5,76.0,21.0,Test
137781,0.0,37.0,47.0,288.0,0.0,Test
137816,0.0,11.0,22.0,115.0,21.0,Test
138002,0.0,6.0,26.0,58.0,23.0,Test
138741,0.0,9.0,60.0,78.0,63.0,Test
138790,0.0,178.0,23.0,60.0,98.0,Test
139808,0.0,122.0,70.0,100.0,188.0,Test
139872,0.0,6.0,0.0,0.0,0.0,Test
139979,611.0,31.0,9.0,40.0,28.0,Test
139996,0.0,45.333333333333336,0.0,0.0,0.0,Test
140020,0.0,19.5,96.0,109.5,128.0,Test
140683,130.0,8.0,49.0,112.0,143.0,Test
141417,327.0,7.0,25.0,142.0,45.0,Test
141643,0.0,7.0,17.0,113.0,27.0,Test
142351,0.0,33.0,118.5,127.0,351.0,Test
142695,0.0,34.0,0.0,0.0,0.0,Test
143267,19.0,4.0,15.0,24.0,106.0,Test
143271,0.0,9.0,33.0,93.0,134.0,Test
145106,0.0,16.5,19.0,94.0,44.0,Test
145810,0.0,65.0,17.5,47.0,60.0,Test
146072,7.0,210.16666666666666,15.0,31.0,51.0,Test
146390,0.0,3.0,24.0,145.0,35.0,Test
146579,0.0,51.0,43.0,129.0,76.0,Test
147852,0.0,0.0,0.0,0.0,114.0,Test
148217,0.0,5.0,12.0,57.0,38.0,Test
148347,381.0,17.0,43.0,108.0,467.0,Test
148369,0.0,6.0,87.0,68.0,126.0,Test
148391,0.0,47.2,62.0,26.5,510.0,Test
148448,0.0,6.0,22.0,28.0,145.0,Test
148850,39.0,14.0,16.0,64.0,28.0,Test
149108,0.0,9.0,15.0,96.0,41.0,Test
149192,0.0,59.0,82.0,24.5,558.0,Test
149265,0.0,10.0,0.0,0.0,0.0,Test
149635,0.0,16.0,7.0,75.5,0.0,Test
150095,0.0,3.5,96.0,70.0,29.0,Test
151250,0.0,588.5,38.0,96.0,54.0,Test
151897,0.0,5.0,30.0,90.0,134.0,Test
152661,0.0,20.5,30.0,110.0,77.0,Test
154143,0.0,14.0,10.0,146.0,36.0,Test
154147,0.0,7.333333333333333,15.0,24.666666666666668,211.0,Test
154782,0.0,6.0,107.0,63.0,630.0,Test
154809,965.0,70.5,63.8,23.333333333333332,82.0,Test
156105,50.333333333333336,9.666666666666666,79194.5,105.0,59.0,Test
157106,0.0,6.0,13.0,92.0,17.0,Test
157209,0.0,111.0,10.0,13.666666666666666,39.0,Test
158047,0.0,245.25,38.5,66.0,527.0,Test
158141,177.0,172.0,40.0,37.0,93.0,Test
158201,0.0,10.0,35.0,135.0,0.0,Test
159558,0.0,21.0,55.0,127.0,64.0,Test
159687,0.0,19.5,21.0,470.0,103.0,Test
159728,0.0,19.5,36.5,18.0,0.0,Test
159875,454.0,74.81818181818181,23.8,75.6,692.6666666666666,Test
159908,0.0,13.0,491.0,0.0,0.0,Test
159970,0.0,42.0,0.0,0.0,0.0,Test
160144,0.0,15.0,87.0,54.0,266.0,Test
160654,0.0,64.0,28.0,64.0,370.0,Test
160741,0.0,1390.5,32.0,92.0,41.0,Test
161440,0.0,23.5,41.0,173.0,123.0,Test
161771,0.0,4.0,21.0,70.0,37.0,Test
162127,0.0,56.666666666666664,109.0,100.5,202.0,Test
162388,0.0,10.0,54.0,0.0,0.0,Test
162867,0.0,823.0,0.0,0.0,0.0,Test
162894,0.0,8.0,66.0,132.0,50.0,Test
163907,67.0,89.33333333333333,51.666666666666664,19.75,303.0,Test
164324,0.0,5.0,4.0,0.0,0.0,Test
165765,0.0,172.0,16.0,134.0,158.0,Test
165900,0.0,210.0,28.0,63.5,26.0,Test
166017,0.0,242.0,33.0,99.5,199.0,Test
166154,0.0,40.0,20.5,90.33333333333333,0.0,Test
166315,85.0,12.0,9.5,22.5,99.0,Test
168266,0.0,19.5,1065.0,84.0,44.0,Test
168539,0.0,12.0,13.0,47.0,68.0,Test
168989,84.33333333333333,15.25,32.333333333333336,27.0,241.5,Test
169185,0.0,55.0,21.0,94.0,20.0,Test
169560,0.0,9.0,21.0,104.0,146.0,Test
169620,0.0,194.0,15.0,80.0,30.0,Test
169784,0.0,2.0,37.0,0.0,0.0,Test
170383,0.0,395.0,84.0,76.0,196.0,Test
170462,0.0,84.33333333333333,0.0,0.0,0.0,Test
170798,207.0,38.25,94.0,119.0,75.0,Test
171096,0.0,18.5,32.25,62.0,31.0,Test
171484,0.0,8.0,10.0,105.0,167.0,Test
171492,0.0,5.0,77.5,20.0,44.0,Test
171583,38.0,57.0,45.0,73.0,45.0,Test
171597,0.0,59.0,29.0,24.5,65.5,Test
171971,0.0,8.0,13.0,123.0,37.0,Test
172422,0.0,88.5,97.5,45.0,676.0,Test
172858,42.0,6.0,14.0,75.0,18.0,Test
174238,0.0,9.0,21.0,59.0,40.0,Test
174244,0.0,9.0,21.0,73.0,44.0,Test
175625,0.0,51.6,50.0,180.0,289.0,Test
175752,0.0,14.0,22.666666666666668,67.33333333333333,73.5,Test
175907,0.0,15.0,0.0,0.0,0.0,Test
176114,0.0,8.0,102.0,70.0,737.5,Test
176963,0.0,62.2,39.0,115.0,81.66666666666667,Test
176966,0.0,20.0,39.0,119.0,28.0,Test
177765,0.0,47.5,184.0,51.0,20.0,Test
178125,0.0,8.0,13.0,37.0,64.0,Test
178214,0.0,399.0,72.0,180.0,83.0,Test
179119,0.0,13.0,17.0,47.0,57.0,Test
179358,0.0,15.0,37.0,38.0,0.0,Test
179667,0.0,27.0,48.0,0.0,0.0,Test
180425,0.0,19.5,33.0,137.0,40.0,Test
181125,35.0,17.0,21.5,36.5,56.0,Test
181254,0.0,5.5,36.5,74.0,29.0,Test
182074,0.0,24.0,14.0,74.0,54.0,Test
182739,0.0,5.5,100.5,20.0,32.0,Test
183077,0.0,15.0,40.0,277.0,57.0,Test
183720,0.0,6.0,13.0,46.0,18.0,Test
184127,0.0,5.0,8.0,86.0,23.0,Test
184216,0.0,10.0,19.0,92.0,36.0,Test
184396,0.0,14.0,58.0,126.0,0.0,Test
184701,57.0,64.0,58.0,56.0,38.0,Test
185096,0.0,17.25,26.333333333333332,53.5,76.0,Test
185675,26.5,501016.25,38.666666666666664,78.0,338.3333333333333,Test
185963,0.0,8.666666666666666,82.0,28.0,44.0,Test
186857,0.0,17.0,75.0,72.0,766.0,Test
187308,0.0,11.0,35.0,41.0,0.0,Test
187326,0.0,39.642857142857146,0.0,0.0,0.0,Test
187498,0.0,41.0,5.5,45.5,26.0,Test
187547,0.0,5.5,88.0,42.0,32.0,Test
187902,0.0,17.444444444444443,99.6,199.5,0.0,Test
189572,0.0,7.0,41.0,92.0,34.0,Test
190001,0.0,12.5,321.5,92.0,521.0,Test
190246,0.0,8.0,73.0,159.0,173.0,Test
190580,962.0,9.5,31.0,25.142857142857142,215.14285714285714,Test
190598,0.0,26.0,21.0,55.0,99.0,Test
191300,0.0,50.333333333333336,6.0,10.5,30.0,Test
191619,1038.0,7.0,26.0,128.0,44.0,Test
191877,0.0,9.0,52.0,18.0,421.0,Test
192049,0.0,126.0,14.0,78.0,0.0,Test
192160,0.0,27.75,0.0,0.0,0.0,Test
192386,0.0,106.0,0.0,0.0,0.0,Test
192518,0.0,6.0,7.0,79.0,57.0,Test
192577,0.0,44.25,31.0,152.0,56.0,Test
192654,0.0,28.5,0.0,0.0,0.0,Test
192775,0.0,111.66666666666667,400.0,0.0,0.0,Test
193111,0.0,13.5,23.5,139.0,23.0,Test
193303,0.0,24.0,19.0,134.0,71.0,Test
193305,0.0,13.0,69.0,108.0,88.0,Test
193457,0.0,22.0,8.0,15.5,76.5,Test
194066,0.0,14.0,47.0,0.0,0.0,Test
194784,0.0,4.0,5.0,110.0,52.0,Test
194816,0.0,15.0,27.0,53.0,26.0,Test
195080,0.0,6.0,37.0,62.0,28.0,Test
195166,0.0,3.0,10.0,49.0,16.0,Test
195455,0.0,77.375,70.66666666666667,25.0,240.0,Test
